seed,n_symbols,seed_dro_score,dro_alpha,seed_dro_min_aggregate_half,mean_symbol_h1_return_pct,mean_symbol_h2_return_pct,mean_symbol_full_return_pct,median_symbol_full_return_pct,median_drawdown_abs,max_drawdown_abs,median_profit_factor,total_trades,min_symbol_trades,mean_executed_action_1_ratio,mean_constraint_applied_ratio,mean_forced_singleton_ratio,mean_decision_point_ratio,mean_bandit_consulted_ratio,mean_pending_update_queued_ratio,median_holding_bars,mean_holding_bars,p25_holding_bars,p75_holding_bars,share_trades_closed_before_horizon,share_trades_closed_after_horizon,median_time_between_entries,trial_number,bandit_name,method_group,set_name,z_window
3142,3,-4.557447932469279,0.5,-5.425552060035188,-1.9531355497715523,-5.425552060035188,-7.278245565771627,-7.283554125590442,9.687291389195273,11.070881961378875,0.7037739404202519,565,178,0.5613333333333334,0.19866666666666666,0.37549999999999994,0.6245,1.0,0.995,4.0,5.938202247191011,4.0,5.0,0.8707865168539326,0.12921348314606743,8.0,0,discounted_lints,corr,z48_a0p5_corr_pruned_top10,48
3143,3,-3.6162574017112576,0.5,-4.562753842984741,-0.7767680778908067,-4.562753842984741,-5.279858426847453,-2.9883906616752776,7.124791116303508,11.171467708148853,0.8279830246638877,558,186,0.576,0.19783333333333333,0.37250000000000005,0.6275,1.0,0.995,4.0,6.026881720430108,4.0,6.0,0.8763440860215054,0.12365591397849462,8.0,0,discounted_lints,corr,z48_a0p5_corr_pruned_top10,48
3144,3,-5.160526280373286,0.5,-6.532633878280563,-1.044203486651459,-6.532633878280563,-7.505097339106599,-6.712324720583385,7.894675773319393,11.206584634239992,0.6818909736601739,563,181,0.5768333333333334,0.20916666666666664,0.37549999999999994,0.6245,1.0,0.995,4.0,5.764102564102564,4.0,5.0,0.893048128342246,0.10695187165775401,8.0,0,discounted_lints,corr,z48_a0p5_corr_pruned_top10,48
3145,3,-4.2626170632667755,0.5,-5.071056517394298,-1.8372987008842083,-5.071056517394298,-6.813791614154881,-7.418974602182715,10.18539189712645,10.825768866308994,0.7215303480266558,551,175,0.5711666666666666,0.18833333333333332,0.36050000000000004,0.6395,1.0,0.995,4.0,5.85,4.0,6.0,0.8888888888888888,0.1111111111111111,8.5,0,discounted_lints,corr,z48_a0p5_corr_pruned_top10,48
3146,3,-5.728290377174888,0.5,-7.496435149638658,-0.4238560597835785,-7.496435149638658,-7.907155491088609,-6.243306610338517,9.94206203546496,13.803241335545158,0.6861151059543507,553,179,0.5625,0.19499999999999998,0.36150000000000004,0.6385,1.0,0.995,4.0,5.7569060773480665,4.0,5.0,0.8784530386740331,0.12154696132596685,8.0,0,discounted_lints,corr,z48_a0p5_corr_pruned_top10,48
3142,3,-3.5683057793356965,0.5,-4.669906104049996,-0.26350480519279723,-4.669906104049996,-4.901856561566768,-6.837511850154487,9.09260287139123,9.538862466427789,0.7144927982227114,451,124,0.5396666666666666,0.17300000000000001,0.3175,0.6825,1.0,0.995,4.0,6.227848101265823,4.0,5.0,0.8670886075949367,0.13291139240506328,8.0,1,discounted_lints,corr,z48_a0p5_corr_pruned_top10,48
3143,3,-3.0840605962497376,0.5,-3.903347688477265,-0.6261993195671556,-3.903347688477265,-4.522004546322152,-5.430546188690178,9.548068143333776,9.700772381303457,0.7682558206241703,461,128,0.5448333333333334,0.16966666666666666,0.32399999999999995,0.676,1.0,0.995,4.0,6.469135802469136,4.0,6.0,0.8333333333333334,0.16666666666666666,8.0,1,discounted_lints,corr,z48_a0p5_corr_pruned_top10,48
3144,3,-3.270977072885908,0.5,-4.002122609171795,-1.0775404640282482,-4.002122609171795,-5.043659209953366,-5.08092630897834,9.181938419181968,9.878157258408626,0.7818249468688461,460,123,0.543,0.168,0.3355,0.6645,1.0,0.995,4.0,6.083832335329341,4.0,6.0,0.8802395209580839,0.11976047904191617,8.0,1,discounted_lints,corr,z48_a0p5_corr_pruned_top10,48
3145,3,-3.7150733079532103,0.5,-5.321158440757893,1.1031820904608376,-5.321158440757893,-4.226255415192859,-3.842033809999923,10.47932319601963,12.307482499123957,0.8219756127764161,455,123,0.5435,0.16283333333333336,0.3315,0.6685,1.0,0.995,4.0,6.293413173652695,4.0,6.0,0.8666666666666667,0.13333333333333333,8.0,1,discounted_lints,corr,z48_a0p5_corr_pruned_top10,48
3146,3,-3.446870938789453,0.5,-4.408176044621929,-0.5629556212920236,-4.408176044621929,-4.925113838858109,-6.858158316858121,8.885096710931006,9.947628493468974,0.6889382880054333,441,124,0.543,0.161,0.31399999999999995,0.686,1.0,0.995,4.0,6.4875,4.0,6.0,0.85625,0.14375,8.0,1,discounted_lints,corr,z48_a0p5_corr_pruned_top10,48
3142,3,-4.171146986936281,0.5,-5.448242952421249,-0.3398590904813796,-5.448242952421249,-5.721010673934408,-4.23249341918186,8.93058634216376,13.380526357909172,0.8053972349007632,489,155,0.5526666666666668,0.17166666666666663,0.3255,0.6745,1.0,0.995,4.0,6.518518518518518,4.0,6.75,0.8641975308641975,0.13580246913580246,9.0,2,discounted_lints,corr,z48_a0p5_corr_pruned_top10,48
3143,3,-5.099951894236899,0.5,-6.487370077523416,-0.9376973443773454,-6.487370077523416,-7.347354999867517,-10.292412354218715,12.752855869182888,12.846796681476691,0.6009922765083757,495,154,0.5508333333333333,0.17400000000000002,0.3365,0.6635,1.0,0.995,4.0,6.202312138728324,4.0,6.0,0.8571428571428571,0.14285714285714285,8.0,2,discounted_lints,corr,z48_a0p5_corr_pruned_top10,48
3144,3,-4.3688553017337455,0.5,-5.196279857069241,-1.886581635727258,-5.196279857069241,-6.9815862500731205,-7.830754805953566,10.28998679601505,10.389026427799186,0.682668837224698,492,150,0.5556666666666666,0.17800000000000002,0.34099999999999997,0.659,1.0,0.995,4.0,6.209302325581396,4.0,5.75,0.872093023255814,0.12790697674418605,8.0,2,discounted_lints,corr,z48_a0p5_corr_pruned_top10,48
3145,3,-6.127381386067384,0.5,-7.953588896104055,-0.648758855957369,-7.953588896104055,-8.531374190839228,-10.676116522103907,12.698258205384771,13.959800833961722,0.6238661293225746,483,154,0.5365,0.1728333333333333,0.3115,0.6885,1.0,0.995,4.0,6.396103896103896,4.0,6.0,0.8506493506493507,0.14935064935064934,9.0,2,discounted_lints,corr,z48_a0p5_corr_pruned_top10,48
3146,3,-5.993470511245722,0.5,-7.542338755767819,-1.3468657776794288,-7.542338755767819,-8.793416935058477,-9.250776815559792,10.99263709979823,14.236429922827654,0.6477498552943466,495,157,0.5379999999999999,0.1765,0.3335,0.6665,1.0,0.995,4.0,6.186746987951807,4.0,6.0,0.8674698795180723,0.13253012048192772,8.0,2,discounted_lints,corr,z48_a0p5_corr_pruned_top10,48
