bandit_name,method_group,set_name,trial_number,seed,symbol,mode,n_decisions,return_pct,drawdown_abs,trades,profit_factor,is_active,executed_action_1_ratio,constraint_applied_ratio,forced_singleton_ratio,decision_point_ratio,bandit_consulted_ratio,pending_update_queued_ratio,median_time_between_entries,median_holding_bars,mean_holding_bars,p25_holding_bars,p75_holding_bars,share_trades_closed_before_horizon,share_trades_closed_after_horizon
discounted_lints,corr,z48_a0p5_corr_pruned_top10,0,3142,BTCUSDT,val,2000.0,-9.019952263313701,11.070881961378875,187,0.5626451359753936,True,0.6055,0.179,0.37549999999999994,0.6245,1.0,0.995,9.0,5.0,6.454545454545454,4.0,7.0,0.8609625668449198,0.13903743315508021
discounted_lints,corr,z48_a0p5_corr_pruned_top10,0,3142,BTCUSDT,val_first,,-4.371115371910594,5.732422925695579,100,0.5919369392788807,True,,,,,,,8.0,4.5,6.11,4.0,6.25,0.88,0.12
discounted_lints,corr,z48_a0p5_corr_pruned_top10,0,3142,BTCUSDT,val_second,,-4.861331290731785,6.79623237949134,87,0.5316488674446614,True,,,,,,,9.0,5.0,6.850574712643678,4.0,7.0,0.8390804597701149,0.16091954022988506
discounted_lints,corr,z48_a0p5_corr_pruned_top10,0,3142,ETHUSDT,val,2000.0,-7.283554125590442,9.687291389195273,200,0.7037739404202519,True,0.548,0.2225,0.4,0.6,1.0,0.995,8.0,4.0,5.48,4.0,5.0,0.92,0.08
discounted_lints,corr,z48_a0p5_corr_pruned_top10,0,3142,ETHUSDT,val_first,,-1.3153835042765682,4.344686189391167,100,0.8356718662364241,True,,,,,,,8.0,4.0,5.56,4.0,6.0,0.9,0.1
discounted_lints,corr,z48_a0p5_corr_pruned_top10,0,3142,ETHUSDT,val_second,,-6.047721350340874,8.483498423770552,99,0.6061452756288228,True,,,,,,,7.0,4.0,5.262626262626263,4.0,5.0,0.9494949494949495,0.050505050505050504
discounted_lints,corr,z48_a0p5_corr_pruned_top10,0,3142,SOLUSDT,val,2000.0,-5.5312303084107395,8.423259357304103,178,0.781248756919828,True,0.5305,0.1945,0.35750000000000004,0.6425,1.0,0.995,8.0,4.0,5.938202247191011,4.0,5.0,0.8707865168539326,0.12921348314606743
discounted_lints,corr,z48_a0p5_corr_pruned_top10,0,3142,SOLUSDT,val_first,,-0.17290777312749528,5.19528012588183,92,0.9419476969821741,True,,,,,,,9.0,4.0,6.141304347826087,4.0,6.0,0.8586956521739131,0.14130434782608695
discounted_lints,corr,z48_a0p5_corr_pruned_top10,0,3142,SOLUSDT,val_second,,-5.367603539032906,7.426919575502611,86,0.6663664742445049,True,,,,,,,7.5,4.0,5.72093023255814,4.0,5.0,0.8837209302325582,0.11627906976744186
discounted_lints,corr,z48_a0p5_corr_pruned_top10,0,3143,BTCUSDT,val,2000.0,-2.9883906616752776,5.264972686957792,186,0.8279830246638877,True,0.6315,0.167,0.37350000000000005,0.6265,1.0,0.995,8.5,5.0,6.768817204301075,4.0,7.0,0.8333333333333334,0.16666666666666666
